,name,rating,card_type,position,nation,league,team,PAC,SHO,PAS,DRI,DEF,PHY
8407,Gabriel Torres,68,conmebol-sudamericana,ST,Panama,CONMEBOL Sudamericana,Antofagasta,83,65,60,66,32,73
8408,Björn Bergmann Sigurð...,68,common,ST,Iceland,Eliteserien,Molde FK,72,68,61,70,38,69
8409,Sory Kaba,68,rare,ST,Guinea,3F Superliga,FC Midtjylland,63,67,57,65,31,78
8410,Andrija Novakovich,68,common,ST,United States,Calcio B,Venezia,75,68,49,62,26,67
8411,Johnathan,68,common,ST,Brazil,,,69,70,60,67,37,66
8412,Dario Vizinger,68,common,ST,Croatia,Bundesliga 2,Regensburg,71,70,54,67,28,67
8413,Cristi Bărbuț,68,rare,RW,Romania,Liga I,Sepsi OSK,93,62,59,67,30,57
8414,Per Frick,68,rare,ST,Sweden,Allsvenskan,IF Elfsborg,74,65,58,61,36,83
8415,Aliou Badji,68,rare,ST,Senegal,Ligue 2 BKT,Bordeaux,86,68,42,66,26,83
8416,Martín Prost,68,conmebol-libertadores,ST,Argentina,CONMEBOL Libertadores,The Strongest,67,70,57,64,31,66
8417,Anthony Uribe,68,conmebol-libertadores,ST,Venezuela,CONMEBOL Libertadores,Dep. Táchira,76,69,46,67,19,68
8418,Adam Idah,68,common,ST,Republic of Ireland,EFL Championship,Norwich,77,68,44,63,23,72
8419,Federico Melchiorri,68,common,ST,Italy,,,74,69,49,65,34,62
8420,Ellis Simms,68,common,ST,England,EFL Championship,Sunderland,74,68,52,65,25,73
8421,Cole Stockton,68,common,ST,England,EFL League One,Morecambe,68,69,52,65,33,79
8422,Rasmus Alm,68,common,RW,Sweden,Allsvenskan,IF Elfsborg,83,62,63,70,38,63
8423,Edward Chilufya,68,rare,RW,Zambia,3F Superliga,FC Midtjylland,88,59,52,72,27,51
8424,Wilfried Kanga,68,common,ST,France,Bundesliga,Hertha Berlin,76,65,59,69,24,78
8425,Michiel Kramer,68,common,ST,Netherlands,Eredivisie,RKC Waalwijk,42,67,57,59,38,74
8426,Iker Losada,68,common,ST,Spain,LaLiga Santander,RC Celta,64,70,54,70,35,49
8427,Jan Mlakar,68,common,ST,Slovenia,Liga Hrvatska,Hajduk Split,71,69,52,64,25,63
8428,Oliver Burke,68,rare,ST,Scotland,Bundesliga,SV Werder Bremen,88,64,62,66,37,71
8429,Elvir Koljić,68,common,ST,Bosnia Herzegovina,Liga I,Univ. Craiova,57,69,52,61,33,74
8430,Pione Sisto,68,common,LW,Denmark,3F Superliga,FC Midtjylland,71,67,66,72,53,63
8431,Zeki Amdouni,68,common,ST,Switzerland,Credit Suisse Super League,FC Basel 1893,71,71,61,70,46,68
8432,Luca Strizzolo,68,common,ST,Italy,,,69,66,51,65,32,72
8433,Janis Antiste,68,common,ST,France,Serie A TIM,Sassuolo,79,69,51,69,20,56
8434,Matthis Abline,68,common,ST,France,Ligue 1 Uber Eats,Stade Rennais FC,78,70,55,72,23,50
8435,Soufiane Bidaoui,68,common,LW,Morocco,,,79,64,61,75,30,49
8436,Colin Kazim-Richards,68,common,ST,Turkey,Süper Lig,Karagümrük SK,52,71,66,64,34,78
8437,Óscar Barreto,68,common,RW,Colombia,Liga Portugal,Santa Clara,75,62,63,71,33,54
8438,Kevin Quevedo,68,conmebol-sudamericana,RW,Peru,CONMEBOL Sudamericana,FBC Melgar,86,61,64,69,42,61
8439,Connor Mahoney,68,common,RW,England,EFL Championship,Huddersfield,76,62,63,71,38,47
8440,Louis Mafouta,68,common,ST,CAR,Ligue 2 BKT,Quevilly Rouen,77,69,51,66,29,65
8441,Dennis Eckert Ayensa,68,common,ST,Germany,1A Pro League,Union SG,79,66,49,70,27,63
8442,Manu Barreiro,68,common,ST,Spain,LaLiga SmartBank,CD Lugo,55,68,57,66,36,77
8443,Rubén Bentancourt,68,conmebol-libertadores,ST,Uruguay,CONMEBOL Libertadores,Peñarol,75,69,58,64,32,63
8444,Florian Ayé,68,rare,ST,France,Calcio B,Brescia,84,67,54,66,24,72
8445,Davide Marsura,68,rare,LW,Italy,,,86,63,61,70,32,66
8446,Sheyi Ojo,68,common,LW,England,EFL Championship,Cardiff City,78,61,62,69,31,58
8447,Thibo Somers,68,rare,RW,Belgium,1A Pro League,Cercle Brugge,82,64,62,70,33,74
8448,Moïse Sahi,68,common,ST,Mali,,,70,70,58,69,28,58
8449,Mateusz Praszelik,68,rare,CF,Poland,Serie A TIM,Hellas Verona,69,64,70,72,39,63
8450,Husein Balić,68,rare,ST,Austria,LIGA BBVA MX,LASK,90,66,65,68,29,61
8451,Elayis Tavşan,68,rare,RW,Netherlands,Eredivisie,N.E.C. Nijmegen,86,62,60,71,24,58
8452,Sam Vokes,68,rare,ST,Wales,EFL League One,Wycombe,43,71,59,59,43,82
8453,Walter González,68,conmebol-libertadores,ST,Paraguay,CONMEBOL Libertadores,Olimpia,59,68,51,66,30,67
8454,Marko Raguž,68,common,ST,Austria,Österreichische Fußball-Bundesliga,FK Austria Wien,66,66,59,70,22,66
8455,Song Min Kyu,68,common,LW,Korea Republic,K League 1,Jeonbuk Hyundai,79,65,58,70,28,71
8456,Daniel Ciofani,68,common,ST,Italy,,,53,70,44,57,25,66
8457,Róbert Boženík,68,common,ST,Slovakia,Liga Portugal,Boavista FC,74,68,61,67,31,73
8458,James Collins,68,rare,ST,Republic of Ireland,EFL League One,Derby County,60,67,55,65,41,80
8459,Sean Maguire,68,rare,ST,Republic of Ireland,EFL Championship,Preston,87,63,56,72,36,65
8460,Kosta Barbarouses,68,rare,ST,New Zealand,A-League,Well. Phoenix,82,67,62,70,32,72
8461,Claudio Riaño,68,common,ST,Argentina,Liga Profesional de Fútbol,Central Córdoba,70,66,63,68,22,67
8462,David Otto,68,common,ST,Germany,Bundesliga 2,FC St. Pauli,73,68,55,66,27,62
8463,Marko Dugandžić,68,common,ST,Croatia,Liga I,FC Rapid,63,66,40,64,37,74
8464,Christoph Daferner,68,common,ST,Germany,Bundesliga 2,1. FC Nürnberg,61,68,48,64,29,78
8465,Pablo Moreno,68,common,ST,Spain,Liga Portugal,Marítimo,80,67,55,71,26,60
8466,Kwame Peprah,68,common,ST,Ghana,Chinese Football Association Super League,Orlando Pirates,79,72,54,67,35,68
8467,Cephas Malele,68,rare,ST,Switzerland,Liga I,CFR Cluj,83,66,47,66,32,82
8468,Leandro Otormín,68,conmebol-sudamericana,CF,Uruguay,CONMEBOL Sudamericana,Defensa,77,69,65,70,27,57
8469,Jorge Félix,68,common,CF,Spain,PKO Bank Polski Ekstraklasa,Piast Gliwice,72,66,66,70,29,56
8470,Ibrahima Koné,68,common,ST,Mali,Ligue 1 Uber Eats,FC Lorient,77,67,51,65,31,77
8471,Olivier Deman,68,common,RW,Belgium,1A Pro League,Cercle Brugge,77,66,62,70,47,69
8472,Kwasi Wriedt,68,common,ST,Ghana,Bundesliga 2,Holstein Kiel,65,67,57,63,30,75
8473,Anderson Oliveira,68,common,LW,Brazil,Liga Portugal,Portimonense SC,76,60,60,73,29,44
8474,Álvaro Giménez,68,common,ST,Spain,LaLiga Santander,Cádiz CF,70,68,59,65,30,68
8475,Tiago Gouveia,68,common,RW,Portugal,Liga Portugal,Estoril Praia,84,63,57,71,28,54
8476,Garath McCleary,68,rare,RW,Jamaica,EFL League One,Wycombe,77,66,63,69,48,67
8477,Łukasz Zwoliński,68,common,ST,Poland,PKO Bank Polski Ekstraklasa,Lechia Gdańsk,72,68,53,66,27,77
8478,Jonatan Álvez,68,conmebol-sudamericana,ST,Uruguay,CONMEBOL Sudamericana,Unión,71,67,52,62,29,76
8479,Iván Azón,68,rare,ST,Spain,LaLiga SmartBank,R. Zaragoza,66,67,53,63,37,82
8480,Dario Tadić,68,common,ST,Austria,Österreichische Fußball-Bundesliga,TSV Hartberg,65,70,62,67,29,72
8481,Eddie Salcedo,68,rare,CF,Italy,,,75,63,60,76,39,51
8482,Anass Zaroury,68,rare,ST,Belgium,EFL Championship,Burnley,82,66,66,76,27,57
8483,Haji Wright,68,rare,ST,United States,Süper Lig,Antalyaspor,77,68,53,65,22,74
8484,Julien Ngoy,68,rare,ST,Belgium,1A Pro League,KV Mechelen,82,65,58,71,25,69
8485,Enrique Triverio,68,conmebol-libertadores,ST,Argentina,CONMEBOL Libertadores,The Strongest,39,72,54,66,30,73
8486,Nahki Wells,68,common,ST,Bermuda,EFL Championship,Bristol City,73,68,63,69,43,61
8487,Iván Angulo,68,rare,RW,Colombia,Major League Soccer,Orlando City,86,59,61,71,40,54
8488,Fred Onyedinma,68,rare,LW,Nigeria,EFL Championship,Luton Town,87,62,60,69,43,67
8489,Steffen Tigges,68,rare,ST,Germany,Bundesliga,1. FC Köln,57,67,56,56,43,80
8490,Alfonso Trezza,68,conmebol-libertadores,RW,Uruguay,CONMEBOL Libertadores,Nacional,89,61,60,65,50,67
8491,Mohammed Kamara,68,common,LW,Liberia,Süper Lig,Hatayspor,78,64,57,71,29,67
8492,Sander Svendsen,68,common,LW,Norway,Eliteserien,Viking FK,81,65,62,70,36,63
8493,Armando Sadiku,68,common,ST,Albania,LaLiga SmartBank,FC Cartagena,70,68,50,64,38,70
8494,Eric Ramírez,68,common,ST,Argentina,Liga Profesional de Fútbol,Gimnasia,81,69,61,69,27,56
8495,Ahmed Kutucu,68,common,ST,Turkey,Bundesliga 2,SV Sandhausen,72,68,58,69,41,69
8496,Jon Bautista,68,common,ST,Spain,LaLiga SmartBank,SD Eibar,70,71,56,68,25,62
8497,Etienne Amenyido,68,common,ST,Togo,Bundesliga 2,FC St. Pauli,78,64,58,73,38,71
8498,Kévin Zohi,68,common,LW,Mali,Liga Portugal,FC Vizela,79,65,62,71,25,59
8499,Baptiste Guillaume,68,common,ST,Belgium,Ligue 2 BKT,En Avant Guingamp,50,67,57,69,31,71
8500,Mimoun Mahi,68,common,ST,Morocco,Eredivisie,FC Utrecht,72,69,65,73,35,63
8501,Charlie Wyke,68,common,ST,England,EFL Championship,Wigan Athletic,55,69,57,63,37,76
8502,Marcel Bär,68,rare,ST,Germany,3. Liga,1860 München,84,65,60,67,40,66
8503,Brian White,68,common,ST,United States,Major League Soccer,Whitecaps FC,75,65,51,67,41,71
8504,Percy Liza,68,rare,ST,Peru,Liga Portugal,Marítimo,73,67,62,72,40,65
8505,Marcus Forss,68,common,ST,Finland,EFL Championship,Middlesbrough,74,69,45,64,39,68
8506,Matchoi Djaló,68,rare,RW,Portugal,Liga Portugal,Paços Ferreira,86,55,64,73,38,55
8507,Duncan Watmore,68,common,ST,England,EFL Championship,Middlesbrough,81,67,62,69,36,61
8508,Matías Arezo,68,common,ST,Uruguay,LaLiga SmartBank,Granada CF,66,70,55,69,37,60
8509,Riad Bajić,68,common,ST,Bosnia Herzegovina,Süper Lig,Giresunspor,60,68,54,65,24,64
8510,Darko Churlinov,68,rare,ST,FYR Macedonia,EFL Championship,Burnley,86,67,62,73,51,55
8511,Joaquín Torres,68,rare,CF,Argentina,Major League Soccer,CF Montréal,80,61,62,76,34,48
8512,Mateusz Wdowiak,68,rare,CF,Poland,PKO Bank Polski Ekstraklasa,Raków,91,62,61,69,42,58
8513,Alfie May,68,rare,ST,England,EFL League One,Cheltenham Town,87,67,61,69,39,71
8514,David Ball,68,common,ST,England,A-League,Well. Phoenix,73,66,64,68,52,77
8515,Delano Burgzorg,68,rare,ST,Netherlands,Bundesliga,1. FSV Mainz 05,79,63,56,74,36,68
8516,Julián Carranza,68,common,ST,Argentina,Major League Soccer,Philadelphia,69,67,54,67,41,71
8517,Gabriel Debeljuh,68,rare,ST,Croatia,Liga I,CFR Cluj,64,65,46,62,26,82
8518,Félix Correia,68,common,RW,Portugal,,,83,59,64,73,32,56
8519,Salomón Rodríguez,68,common,ST,Uruguay,Liga Profesional de Fútbol,Godoy Cruz,61,69,52,62,30,68
8520,Valentin Gheorghe,68,rare,LW,Romania,,,87,66,65,68,43,66
8521,Michael Smith,68,rare,ST,England,EFL League One,Sheffield Wed,51,68,56,59,30,81
8522,Khalid Boutaïb,68,common,ST,Morocco,Ligue 2 BKT,Paris FC,50,68,60,67,36,75
8523,Felipe Avenatti,68,rare,ST,Uruguay,1A Pro League,KV Kortrijk,49,66,64,65,43,73
8524,Matías Soulé,68,common,RW,Argentina,,,76,63,67,76,29,43
8525,Jerry Yates,68,common,ST,England,EFL Championship,Blackpool,78,68,56,69,29,68
8526,Carlton Morris,68,common,ST,England,EFL Championship,Luton Town,75,66,50,65,32,73
8527,Martyn Waghorn,68,common,ST,England,EFL Championship,Coventry City,63,69,66,64,33,72
8528,Chris Martin,68,common,ST,Scotland,EFL Championship,Bristol City,34,71,59,63,43,73
8529,Luciano Gondou,68,common,ST,Argentina,Liga Profesional de Fútbol,Sarmiento,62,65,53,63,34,77
8530,Kamil Wilczek,68,common,ST,Poland,PKO Bank Polski Ekstraklasa,Piast Gliwice,53,68,62,66,39,76
8531,Jovan Marković,68,common,ST,Romania,Liga I,Univ. Craiova,75,66,52,71,31,71
8532,Cory Burke,68,common,ST,Jamaica,Major League Soccer,Philadelphia,73,67,41,61,25,72
8533,Kerim Frei,68,common,LW,Turkey,Süper Lig,Karagümrük SK,85,62,63,75,35,50
8534,Nicolás Oroz,68,conmebol-sudamericana,RW,Argentina,CONMEBOL Sudamericana,Racing Club,73,58,66,72,52,57
8535,Mallik Wilks,68,common,ST,England,EFL League One,Sheffield Wed,83,67,58,71,23,72
8536,Jack Clarke,68,common,LW,England,EFL Championship,Sunderland,77,62,62,72,25,54
8537,Kenneth Zohore,68,common,ST,Denmark,EFL Championship,West Brom,62,68,48,64,26,68
8538,Manuel Marras,68,common,RW,Italy,,,78,59,64,72,21,46
8539,Nicholas D'Agostino,68,rare,ST,Australia,A-League,Melb. Victory,83,63,59,69,36,76
8540,Ragnar Ache,68,common,ST,Germany,Bundesliga,Fürth,80,65,46,62,28,70
8541,Greg Stewart,68,common,CF,Scotland,,,72,67,66,69,30,58
8542,Sebastián Lomónaco,68,common,ST,Argentina,CONMEBOL Sudamericana,Arsenal,79,67,59,72,27,59
8543,Leonardo Campana,68,common,ST,Ecuador,Major League Soccer,Inter Miami CF,67,69,48,65,29,64
8544,André Pereira,68,common,ST,Portugal,Liga Portugal,Rio Ave,54,69,61,65,33,66
8545,Bilel Aouacheria,68,common,RW,France,Liga Portugal,Gil Vicente,72,64,62,72,38,67
8546,Christian Kühlwetter,68,common,ST,Germany,Bundesliga 2,Heidenheim,73,67,61,70,34,73
8547,Marius Ștefănescu,68,common,LW,Romania,Liga I,Sepsi OSK,81,64,61,68,58,69
8548,Thorsten Röcher,68,common,ST,Austria,Österreichische Fußball-Bundesliga,Wolfsberger AC,68,69,63,70,23,69
8549,Josh Windass,68,rare,ST,England,EFL League One,Sheffield Wed,87,67,64,71,35,60
8550,Mirko Carretta,68,common,RW,Italy,,,83,58,61,70,35,61
8551,Mikkel Duelund,68,common,LW,Denmark,Eredivisie,N.E.C. Nijmegen,72,65,66,71,42,67
8552,Johan Bakayoko,68,rare,RW,Belgium,Eredivisie,PSV,86,61,58,71,29,59
8553,Edu Espiau,68,common,ST,Spain,LaLiga SmartBank,SD Ponferradina,69,68,55,62,25,66
8554,Jack Marriott,68,common,ST,England,EFL League One,Peterborough,81,68,52,68,26,64
8555,Humberto Osorio,68,conmebol-sudamericana,ST,Colombia,CONMEBOL Sudamericana,Wilstermann,56,70,59,65,36,59
8556,Thiago Borbas,68,conmebol-sudamericana,ST,Uruguay,CONMEBOL Sudamericana,River Plate Montevideo,77,68,52,65,21,57
8557,Írven Ávila,68,conmebol-libertadores,ST,Peru,CONMEBOL Libertadores,Sporting Cristal,66,70,59,71,33,58
8558,Marvin Pieringer,68,common,ST,Germany,Bundesliga 2,SC Paderborn 07,62,67,51,66,29,69
8559,Mender García,68,rare,ST,Colombia,Major League Soccer,Minnesota United,86,68,45,66,25,68
8560,Diego Falcinelli,68,common,ST,Italy,,,56,68,53,68,23,60
8561,Jason Cummings,68,common,ST,Scotland,A-League,Central Coast,71,68,56,66,37,66
8562,Willem Geubbels,68,rare,ST,France,Ligue 1 Uber Eats,AS Monaco,84,67,57,69,26,49
8563,Kasper Kusk,68,common,LW,Denmark,3F Superliga,Silkeborg IF,72,64,68,69,38,66
8564,Samuel Obeng,68,rare,ST,Ghana,LaLiga SmartBank,R. Oviedo,82,69,47,60,24,78
8565,Bruno Lourenço,68,common,LW,Portugal,Liga Portugal,Boavista FC,66,61,71,70,46,62
8566,Kaj Sierhuis,68,common,ST,Netherlands,Ligue 1 Uber Eats,Stade de Reims,61,69,54,65,29,76
8567,Pascal Köpke,68,common,ST,Germany,Bundesliga 2,1. FC Nürnberg,71,67,60,70,32,63
8568,Bartosz Białek,68,common,ST,Poland,Eredivisie,Vitesse,67,67,47,64,35,72
8569,Juan Garro,68,common,LW,Argentina,CONMEBOL Sudamericana,Newell's,72,65,61,70,26,62
8570,Mohamed Fouzair,68,common,RW,Morocco,Rest of World,Al Raed,69,61,66,74,28,59
8571,Cho Young Wook,68,rare,ST,Korea Republic,K League 1,FC Seoul,85,68,57,71,29,67
8572,Nicolás Leguizamón,68,common,ST,Argentina,Liga Profesional de Fútbol,Central Córdoba,70,68,60,68,38,70
8573,Dapo Afolayan,68,common,LW,England,EFL League One,Bolton,82,64,61,71,48,67
8574,Chris Bedia,68,common,ST,Ivory Coast,Credit Suisse Super League,Servette FC,76,67,54,65,33,74
8575,Malik Tchokounté,68,rare,ST,France,Ligue 2 BKT,Nîmes Olympique,40,70,54,64,24,79
8576,Adam Le Fondre,68,common,ST,England,A-League,Sydney FC,63,70,61,68,30,70
8577,Khouma Babacar,68,common,ST,Senegal,3F Superliga,F.C. København,62,68,53,66,30,72
8578,Nathan Broadhead,68,common,LW,Wales,EFL Championship,Wigan Athletic,78,67,61,68,32,56
8579,Braian Martínez,68,common,RW,Argentina,Liga Profesional de Fútbol,Aldosivi,81,65,59,73,41,62
8580,Achille Anani,68,rare,ST,Ivory Coast,Ligue 2 BKT,Grenoble Foot 38,90,68,55,67,26,64
8581,Dimitris Diamantakos,68,common,ST,Greece,,,78,69,58,65,29,74
8582,Cristian Herrera,68,rare,RM,Spain,LaLiga SmartBank,UD Ibiza,71,69,66,61,47,81
8583,Lasse Vigen,68,common,CM,Denmark,1A Pro League,Zulte Waregem,73,58,66,67,62,77
8584,Bonke Innocent,68,rare,CDM,Nigeria,Ligue 1 Uber Eats,FC Lorient,73,43,55,67,63,84
8585,Jesús Bueno,68,common,CDM,Venezuela,Major League Soccer,Philadelphia,60,50,62,61,66,70
8586,Vincent Koziello,68,common,CM,France,1A Pro League,KV Oostende,72,61,69,72,59,50
8587,Omenuke Mfulu,68,common,CDM,DR Congo,LaLiga SmartBank,UD Las Palmas,69,54,60,65,66,76
8588,Sinan Gümüş,68,common,RM,Germany,Süper Lig,Antalyaspor,71,70,64,71,29,60
8589,Christian Oliva,68,conmebol-libertadores,CM,Uruguay,CONMEBOL Libertadores,Talleres,53,59,66,68,68,66
8590,Gastón Gil Romero,68,common,CDM,Argentina,Liga Profesional de Fútbol,Atlético Tucumán,68,53,60,63,65,73
8591,Ronaldo Sánchez,68,conmebol-sudamericana,LM,Bolivia,CONMEBOL Sudamericana,Oriente Petrolero,72,63,65,63,62,81
8592,Jay O'Shea,68,common,CM,Republic of Ireland,A-League,Brisbane Roar,65,63,69,71,43,72
8593,David Douline,68,common,CDM,France,Credit Suisse Super League,Servette FC,45,57,62,62,66,71
8594,Maikel Kieftenbeld,68,common,CDM,Netherlands,Eredivisie,FC Emmen,56,65,63,64,68,73
8595,Ousseynou Thioune,68,common,CDM,Senegal,Ligue 2 BKT,Dijon FCO,52,53,66,66,65,71
8596,Steven Ugarković,68,common,CDM,Australia,A-League,Well. Phoenix,67,45,61,66,64,77
8597,Rodrigo Garro,68,conmebol-libertadores,CAM,Argentina,CONMEBOL Libertadores,Talleres,67,66,71,67,41,45
8598,Lukas Van Eenoo,68,common,CM,Belgium,,,53,66,69,67,63,64
8599,Joelson Fernandes,68,rare,RM,Portugal,Liga Portugal,Sporting CP,89,60,58,76,24,42
8600,Facundo Martínez,68,conmebol-sudamericana,CM,Argentina,CONMEBOL Libertadores,Universidad Católica del Ecuador,52,64,70,62,58,63
8601,Afimico Pululu,68,rare,LM,Angola,Bundesliga 2,Fürth,88,62,57,72,26,65
8602,Antonio Marin,68,rare,CAM,Croatia,Liga Hrvatska,Dinamo Zagreb,78,60,66,73,30,66
8603,Alexander Merkel,68,common,CDM,Kazakhstan,Süper Lig,Gaziantep,65,61,72,70,61,65
8604,Elgezabal,68,common,CDM,Spain,LaLiga SmartBank,Burgos CF,53,38,56,52,69,73
8605,Dávid Sigér,68,common,CM,Hungary,,,64,60,61,64,64,73
8606,Timothy Tillman,68,common,CM,Germany,Bundesliga 2,Fürth,69,55,65,73,45,64
8607,Saman Ghoddos,68,rare,CAM,Iran,Premier League,Brentford,61,71,68,68,52,66
8608,Floyd Ayité,68,common,LM,Togo,Ligue 2 BKT,Valenciennes FC,81,64,63,69,35,67
8609,Vincent Sierro,68,common,CM,Switzerland,Credit Suisse Super League,BSC Young Boys,64,59,65,64,58,72
8610,Dejan Petrovič,68,common,CDM,Slovenia,Österreichische Fußball-Bundesliga,SK Rapid Wien,69,55,69,68,60,68
8611,Christian Bravo,68,conmebol-sudamericana,RM,Chile,CONMEBOL Sudamericana,Montevideo Wanderers,79,66,59,71,46,74
8612,Davo,68,common,LM,Spain,PKO Bank Polski Ekstraklasa,Wisła Płock,85,67,59,71,36,59
8613,Alex Dobre,68,common,LM,Romania,Ligue 2 BKT,Dijon FCO,78,69,63,70,44,68
8614,Michael Carcelén,68,conmebol-sudamericana,CM,Ecuador,CONMEBOL Libertadores,Barcelona SC,68,58,63,66,64,73
8615,Jack Taylor,68,common,CM,Republic of Ireland,EFL League One,Peterborough,73,65,64,68,63,67
8616,Kastriot Imeri,68,rare,CM,Switzerland,Credit Suisse Super League,BSC Young Boys,75,69,68,74,57,67
8617,Niklas Schmidt,68,rare,CAM,Germany,Bundesliga,SV Werder Bremen,58,67,71,70,44,62
8618,Hampus Finndell,68,common,CM,Sweden,Allsvenskan,Djurgårdens IF,68,59,65,68,68,67
8619,Noguera,68,common,CAM,Spain,,,73,62,66,69,57,58
8620,Mortadha Ben Ouanes,68,common,RM,Tunisia,Süper Lig,Kasımpaşa,73,60,67,68,65,65
8621,Cheikh Niasse,68,common,CDM,Senegal,Credit Suisse Super League,BSC Young Boys,58,44,60,66,65,70
8622,Kim Min Woo,68,common,CM,Korea Republic,,,69,63,66,70,58,70
8623,Jessy Pi,68,common,CDM,France,Ligue 2 BKT,Dijon FCO,63,64,63,66,65,76
8624,Tobias Kainz,68,common,CDM,Austria,Österreichische Fußball-Bundesliga,TSV Hartberg,60,58,66,64,65,69
8625,Jan Niklas Beste,68,rare,CAM,Germany,Bundesliga 2,Heidenheim,77,58,65,73,58,62
8626,Bror Blume,68,common,CM,Denmark,Österreichische Fußball-Bundesliga,WSG Tirol,72,61,65,70,61,71
8627,Ramon Pascal Lundqvist,68,common,CAM,Sweden,Eredivisie,FC Groningen,70,67,69,70,57,62
8628,Christian Larotonda,68,conmebol-sudamericana,CDM,Venezuela,CONMEBOL Sudamericana,Metropolitanos,65,61,62,63,66,69
8629,Lautaro Comas,68,conmebol-sudamericana,LM,Argentina,CONMEBOL Sudamericana,Guaireña,83,66,62,69,25,42
8630,Christian Gebauer,68,rare,RM,Austria,Bundesliga 2,Arminia Bielefeld,88,63,59,66,49,65
8631,Josip Radošević,68,rare,CDM,Croatia,3F Superliga,Brøndby IF,51,58,59,57,66,79
8632,Florian Flick,68,common,CDM,Germany,Bundesliga,FC Schalke 04,61,49,63,62,65,71
8633,Ryan Longman,68,common,RM,England,EFL Championship,Hull City,79,65,59,69,52,68
8634,Álex Gallar,68,common,RM,Spain,LaLiga SmartBank,Málaga CF,72,65,65,70,40,64
8635,Fabio González,68,common,CDM,Spain,LaLiga SmartBank,UD Las Palmas,59,55,61,66,67,67
8636,Cristhian Paredes,68,common,CDM,Paraguay,Major League Soccer,Portland Timbers,68,63,64,64,65,69
8637,Hugo Dorrego,68,conmebol-sudamericana,CM,Uruguay,CONMEBOL Sudamericana,Oriente Petrolero,70,68,70,69,61,64
8638,Ukra,68,common,LM,Portugal,Liga Portugal,Rio Ave,68,64,67,72,36,60
8639,Manfred Fischer,68,common,LM,Austria,Österreichische Fußball-Bundesliga,FK Austria Wien,70,64,66,68,43,72
8640,Maurice Cova,68,conmebol-libertadores,CAM,Venezuela,CONMEBOL Libertadores,Dep. Táchira,69,64,72,67,33,66
8641,Liam Kelly,68,common,CDM,Scotland,EFL Championship,Coventry City,44,54,63,60,67,73
8642,José Luis Rodríguez,68,common,LM,Panama,Liga Portugal,FC Famalicão,82,67,59,74,28,68
8643,Iván Ledezma,68,conmebol-sudamericana,CAM,Chile,CONMEBOL Sudamericana,Antofagasta,65,66,62,72,32,53
8644,Cristian Riveros,68,conmebol-libertadores,CM,Paraguay,CONMEBOL Libertadores,Libertad,33,61,65,66,67,66
8645,Sam Field,68,common,CM,England,EFL Championship,QPR,59,54,65,66,66,65
8646,Luis Miranda,68,conmebol-libertadores,RM,Colombia,CONMEBOL Libertadores,Deportes Tolima,82,58,58,70,27,56
8647,Daan Heymans,68,rare,CAM,Belgium,1A Pro League,Sp. Charleroi,58,69,66,66,56,66
8648,Eric Smith,68,rare,CDM,Sweden,Bundesliga 2,FC St. Pauli,58,56,61,62,62,75
8649,Oleksandr Andrievskyi,68,common,CDM,Ukraine,Ukrayina Liha,Dynamo Kyiv,66,50,64,62,64,70
8650,Mehdi Bourabia,68,common,CDM,Morocco,Serie A TIM,Spezia,53,61,69,71,63,60
8651,Bastien Toma,68,common,CM,Switzerland,Liga Portugal,Paços Ferreira,67,63,66,72,63,68
8652,Philipp Hercher,68,rare,RM,Germany,3. Liga,Kaiserslautern,79,60,62,65,59,74
8653,Patrick Greil,68,common,CM,Austria,Österreichische Fußball-Bundesliga,SK Rapid Wien,68,61,68,68,51,65
8654,Bálint Vécsei,68,rare,CM,Hungary,,,59,67,67,71,60,75
8655,Farès Chaïbi,68,common,CAM,France,Ligue 1 Uber Eats,Toulouse FC,71,61,67,67,66,70
8656,Peter Haring,68,common,CM,Austria,cinch Premiership,Hearts,65,54,67,67,69,76
8657,Derrick Etienne Jr.,68,common,LM,Haiti,Major League Soccer,Columbus Crew,81,61,61,69,39,64
8658,Loret Sadiku,68,common,CDM,Albania,Allsvenskan,Hammarby IF,40,57,58,60,67,67
